Company,"Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent",Location,Rating,"Bean
Type","Broad Bean
Origin"
C-Amaro,"Lago di Como, Blu",1442,2014,70%,Italy,3.5,Blend, 
Tejas,Presidio,805,2012,70%,U.S.A.,3.5, ,Dominican Republic
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71%,Ecuador,3.5,Forastero (Arriba),Ecuador
Cacaoyere (Ecuatoriana),Amazonia,237,2008,63%,Ecuador,3.5,Forastero (Arriba),Ecuador
Cacao Store,Vietnam,1684,2015,70%,Japan,3.5,Trinitario,Vietnam
Cacao Sampaka,Venezuela,537,2010,77%,Spain,3.5, ,Venezuela
Cacao Sampaka,Venezuela,537,2010,71%,Spain,3.5, ,Venezuela
Bittersweet Origins,Puerto Plata,414,2009,65%,U.S.A.,3.5, ,Dominican Republic
Valrhona,Nyangbo,395,2009,68%,France,3.5,Forastero,Ghana
Bittersweet Origins,Ghana,963,2012,72%,U.S.A.,3.5,Forastero,Ghana
Alexandre,"La Dalia, Matagalpa",1944,2017,70%,Netherlands,3.5,"Criollo, Trinitario",Nicaragua
Amedei,Trinidad,129,2007,70%,Italy,3.5,Trinitario,Trinidad
Amedei,Grenada,123,2007,70%,Italy,3.5,Trinitario,Grenada
Woodblock,Gran Couva,1042,2013,70%,U.S.A.,3.5,Trinitario,Trinidad
Ambrosia,Peru,1498,2015,68%,Canada,3.5, ,Peru
Amazona,"Bellavista Gran Pajeten, San Martin",1145,2013,73%,Peru,3.5,Trinitario,Peru
Woodblock,La Red,769,2011,70%,U.S.A.,3.5, ,Dominican Republic
Amano,Madagascar,129,2007,70%,U.S.A.,3.5,Trinitario,Madagascar
Zak's,"Belize, Batch 2",1578,2015,70%,U.S.A.,3.5,Trinitario,Belize
Zart Pralinen,"Millot P., Ambanja",1820,2016,70%,Austria,3.5,"Criollo, Trinitario",Madagascar
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,70%,Austria,3.5,"Criollo, Trinitario",Tanzania
Zart Pralinen,"San Juan Estate, Gran Couva",1880,2016,78%,Austria,3.5,Trinitario,Trinidad
Zokoko,Alto Beni,697,2011,68%,Australia,3.5, ,Bolivia
Alexandre,"Makwale Village, Kyela",1944,2017,70%,Netherlands,3.5,Forastero,Tanzania
Alexandre,Tien Giang,1944,2017,70%,Netherlands,3.5,Trinitario,Vietnam
Alexandre,"Winak Coop, Napo",1944,2017,70%,Netherlands,3.5,Forastero (Nacional),Ecuador
Beschle (Felchlin),"Ocumare, Premier Cru, Quizas No. 2",508,2010,72%,Switzerland,3.5, ,Venezuela
Zokoko,Tokiala,701,2011,66%,Australia,3.5,Trinitario,Papua New Guinea
Zotter,"Bocas del Toro, Cocabo Co-op",801,2012,72%,Austria,3.5, ,Panama
Zotter,Amazonas Frucht,801,2012,65%,Austria,3.5, , 
Zotter,"Satipo Pangoa region, 20hr conche",875,2012,70%,Austria,3.5,Criollo (Amarru),Peru
Adi,"Vanua Levu, Ami-Ami-CA",705,2011,72%,Fiji,3.5,Trinitario,Fiji
Adi,Vanua Levu,705,2011,88%,Fiji,3.5,Trinitario,Fiji
A. Morin,Bolivia,797,2012,70%,France,3.5, ,Bolivia
A. Morin,Chanchamayo Province,1019,2013,70%,France,3.5, ,Peru
Zotter,"Indianer, Raw",883,2012,58%,Austria,3.5, , 
A. Morin,Sur del Lago,1315,2014,70%,France,3.5,Criollo,Venezuela
A. Morin,Cuba,1315,2014,70%,France,3.5, ,Cuba
Zotter,Kerala State,749,2011,65%,Austria,3.5,Forastero,India
A. Morin,Quilla,1704,2015,70%,France,3.5, ,Peru
A. Morin,Akata,1680,2015,70%,France,3.5, ,Togo
Amedei,Toscano Black,170,2007,63%,Italy,3.5,Blend, 
Animas,Alto Beni,1852,2016,75%,U.S.A.,3.5, ,Bolivia
Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912,2016,76%,U.S.A.,3.5, ,Bolivia
Arete,San Juan,1724,2016,70%,U.S.A.,3.5,Trinitario,Trinidad
Beschle (Felchlin),"Java, Grand Cru",508,2010,64%,Switzerland,3.5, ,Indonesia
Beschle (Felchlin),"Indigena Amazonia, Grand Cru, Quizas",636,2011,72%,Switzerland,3.5, ,Venezuela
Valrhona,"Sambirano, Ampamakia 2005, Millot P.",75,2006,64%,France,3.5,Trinitario,Madagascar
Benoit Nihant,Cuyagua Village,1141,2013,74%,Belgium,3.5,Criollo,Venezuela
Benoit Nihant,Chuao,1141,2013,74%,Belgium,3.5,Criollo,Venezuela
Benoit Nihant,Baracoa,1141,2013,74%,Belgium,3.5,Trinitario,Cuba
Belyzium,Belize south,1768,2016,83%,Germany,3.5,Trinitario,Belize
Bellflower,"Oko Caribe, Duarte P.",1864,2016,70%,U.S.A.,3.5, ,Domincan Republic
Bellflower,"Kakao Kamili, Kilombero Valley",1800,2016,70%,U.S.A.,3.5,"Criollo, Trinitario",Tanzania
Belcolade,Ecuador,586,2010,71%,Belgium,3.5, ,Ecuador
Videri,Trinidad,1211,2014,75%,U.S.A.,3.5,Trinitario,Trinidad
Videri,Mindo,1227,2014,75%,U.S.A.,3.5, ,Ecuador
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,2012,70%,France,3.5,Trinitario,Vietnam
Batch,"Dominican Republic, Batch 3",1840,2016,65%,U.S.A.,3.5, ,Domincan Republic
Bar Au Chocolat,Chiapas,983,2012,70%,U.S.A.,3.5, ,Mexico
Bar Au Chocolat,Bahia,1554,2015,70%,U.S.A.,3.5, ,Brazil
Bakau,"Huallabamba, 2015",1454,2015,70%,Peru,3.5, ,Peru
Bahen & Co.,Papua New Guinea,1474,2015,70%,Australia,3.5, ,Papua New Guinea
Wellington Chocolate Factory,Conacado,1756,2016,70%,New Zealand,3.5,Trinitario,Dominican Republic
Wellington Chocolate Factory,"Piura Blanco, Norandino",1756,2016,70%,New Zealand,3.5, ,Peru
Artisan du Chocolat,Bali,600,2010,72%,U.K.,3.5, ,Indonesia
Willie's Cacao,Hacienda Las Trincheras,593,2010,72%,U.K.,3.5, ,Venezuela
Arete,Camino Verde,1602,2015,75%,U.S.A.,3.5, ,Ecuador
Arete,Oko Caribe,1598,2015,70%,U.S.A.,3.5, ,Domincan Republic
Arete,Nacional,1534,2015,68%,U.S.A.,3.5,Forastero (Nacional),Peru
Arete,Fazenda Camboa,1534,2015,70%,U.S.A.,3.5, ,Brazil
Arete,"La Masica, FHIA",1908,2016,70%,U.S.A.,3.5, ,Honduras
Arete,Lachua,1904,2016,70%,U.S.A.,3.5, ,Guatemala
Arete,Tien Giang,1900,2016,73%,U.S.A.,3.5,Trinitario,Vietnam
Spencer,Ecuador,1932,2017,70%,U.S.A.,3.5, ,Ecuador
Burnt Fork Bend,Mindo,1299,2014,72%,U.S.A.,3.5, ,Ecuador
Coppeneur,Madagascar,959,2012,70%,Germany,3.5,Trinitario,Madagascar
De Mendes,"Nativo, Varzea",1462,2015,72%,Brazil,3.5, ,Brazil
Soma,"Bahia Black, batch bra50722.1",1828,2016,70%,Canada,3.5,Forastero (Parazinho),Brazil
Soma,Eastern Promises,967,2012,70%,Canada,3.5,Blend,"Mad., Java, PNG"
Soma,Cahabon Region,951,2012,70%,Canada,3.5,Trinitario,Guatemala
Condor,Camino Verde,1630,2015,76%,U.S.A.,3.5, ,Ecuador
Soul,Tanzania,1940,2017,80%,Canada,3.5, ,Tanzania
Dandelion,Maya Mountain,1219,2014,70%,U.S.A.,3.5,Trinitario,Belize
Danta,Los Ujuxtes,661,2011,60%,Guatemala,3.5, ,Guatemala
De Mendes,"Selvagem, Jari",1462,2015,65%,Brazil,3.5, ,Brazil
Damson,Los Rios,1610,2015,70%,U.K.,3.5, ,Ecuador
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70%,U.S.A.,3.5, ,Ecuador
Soul,Venezuela,1936,2017,75%,Canada,3.5, ,Venezuela
Soul,Madagascar,1936,2017,70%,Canada,3.5, ,Madagascar
Soma,"La Tronca, Matagalpa",1227,2014,70%,Canada,3.5, ,Nicaragua
Soma,Papua New Guinea,387,2009,70%,Canada,3.5,Trinitario,Papua New Guinea
Coppeneur,Ghana Puristique,813,2012,85%,Germany,3.5,Forastero,Ghana
Soma,Chuao,688,2011,70%,Canada,3.5,Criollo,Venezuela
Somerville,"Hawaiian, Big Island",1395,2014,70%,U.S.A.,3.5, ,Hawaii
Cravve,Djual Island,975,2012,75%,Australia,3.5,Forastero,Papua New Guinea
Coppeneur,Chuao 100hr,451,2009,70%,Germany,3.5,"Criollo, Trinitario",Venezuela
Soma,CSB Chama,1594,2015,70%,Canada,3.5,Criollo,Venezuela
Soma,"Camino Verde P., Balao, Guayas",1307,2014,80%,Canada,3.5,Forastero (Nacional),Ecuador
Dandelion,"Mantuano, 2012",1085,2013,70%,U.S.A.,3.5, ,Venezuela
Soma,Africa,377,2009,70%,Canada,3.5,Forastero,Ghana
Soma,"Alto Beni, Wild Bolivian",676,2011,70%,Canada,3.5,Nacional,Bolivia
Chocovic,Ocumare,209,2008,71%,Spain,3.5,Criollo,Venezuela
Dandelion,Papua New Guinea,1153,2013,70%,U.S.A.,3.5, ,Papua New Guinea
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73%,U.S.A.,3.5, ,Ecuador
Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70%,Canada,3.5,Trinitario,Madagascar
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62%,Canada,3.5, ,Domincan Republic
Solstice,Wasatch,1161,2013,70%,U.S.A.,3.5,Blend, 
Soma,Papua New Guinea,983,2012,85%,Canada,3.5,Trinitario,Papua New Guinea
La Pepa de Oro,Vinces,713,2011,60%,Ecuador,3.25, ,Ecuador
Soma,Noula Coop,817,2012,70%,Canada,3.25, ,Haiti
Dulcinea,Dominican Republic,1506,2015,70%,U.S.A.,3.25, ,Dominican Republic
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65%,U.S.A.,3.25, ,Hawaii
Parliament,Kilombero Valley,1856,2016,70%,U.S.A.,3.25, ,Tanzania
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75%,France,3.25, ,Brazil
Dandelion,Colombian,805,2012,70%,U.S.A.,3.25, ,Colombia
Creo,"""heirloom"", Arriba Nacional",1736,2016,85%,U.S.A.,3.25,Forastero (Nacional),Ecuador
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,64%,Madagascar,3.25,Trinitario,Madagascar
Daintree,"Daintree Estates, N. Queensland",785,2011,70%,Australia,3.25, ,Australia
Bellflower,"Alto Beni, Palos Blanco",1804,2016,70%,U.S.A.,3.25, ,Bolivia
Bahen & Co.,Houseblend,1474,2015,80%,Australia,3.25, , 
Violet Sky,Peru,1458,2015,77%,U.S.A.,3.25,"Criollo, Trinitario",Peru
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75%,France,3.25, ,Peru
Batch,Ecuador,1880,2016,65%,U.S.A.,3.25, ,Ecuador
Soma,Orinoco,1173,2013,70%,Canada,3.25,Forastero,Venezuela
Bar Au Chocolat,Duarte Province,983,2012,70%,U.S.A.,3.25, ,Dominican Republic
Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70%,Canada,3.25,Trinitario,Trinidad
Soma,Chef's Blend,1077,2013,70%,Canada,3.25, , 
Dandelion,Patanemo,1026,2013,70%,U.S.A.,3.25, ,Venezuela
Letterpress,"La Red, Guaconejo",1566,2015,70%,U.S.A.,3.25, ,Domincan Republic
Videri,Classic,991,2012,70%,U.S.A.,3.25, ,Central and S. America
Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,70%,Canada,3.25, ,Bolivia
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68%,France,3.25,Forastero,Ghana
Beau Cacao,"Serian E., NW Borneo, b. #134/3800",1948,2017,72%,U.K.,3.25, ,Malaysia
Letterpress,Beniamo,1562,2015,70%,U.S.A.,3.25, ,Bolivia
Letterpress,Liberia,1728,2016,70%,U.S.A.,3.25, ,Liberia
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70%,U.S.A.,3.25, ,Belize
Duffy's,"Nicaliso, Xoco",697,2011,71%,U.K.,3.25,Criollo,Nicaragua
Videri,Dominican Republic,1211,2014,90%,U.S.A.,3.25, ,Dominican Republic
Vicuna,Palos Blancos + nibs,1470,2015,70%,U.S.A.,3.25, ,Bolivia
Vicuna,Palos Blancos,1470,2015,70%,U.S.A.,3.25, ,Bolivia
Chocovic,Xoconusco,478,2010,71%,Spain,3.25,Criollo,Mexico
Cravve,Vanuatu,975,2012,64%,Australia,3.25,Trinitario,Vanuatu
Kto,Sambirano Valley,1422,2014,72%,U.S.A.,3.25,Trinitario,Madagascar
Eau de Rose,Tumaco,1812,2016,70%,Canada,3.25, ,Colombia
Valrhona,Caraque,709,2011,56%,France,3.25, , 
Eau de Rose,Arauca,1812,2016,70%,Canada,3.25, ,Colombia
Pitch Dark,Rugoso,1510,2015,80%,U.S.A.,3.25, ,Nicaragua
Pitch Dark,Akesson Estate,1311,2014,73%,U.S.A.,3.25,Trinitario,Madagascar
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73%,U.S.A.,3.25, ,Ecuador
Coppeneur,"Porcelana, Apotequil",445,2009,62%,Germany,3.25,Criollo,Peru
Urzi,"Sur del Lago, Merida",1327,2014,65%,Italy,3.25,Trinitario,Venezuela
Bonnat,"Los Colorados, Santo Domingo, Equateur",1418,2014,75%,France,3.25, ,Dominican Republic
Coppeneur,Ocumare 61,558,2010,72%,Germany,3.25,Criollo (Ocumare 61),Venezuela
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62%,Domincan Republic,3.25, ,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55%,Domincan Republic,3.25, ,Dominican Republic
Bonnat,Gabon,1042,2013,75%,France,3.25, ,Gabon
Coppeneur,Jamaica,558,2010,72%,Germany,3.25,Trinitario,Jamaica
Sirene,Pisa,1650,2015,73%,Canada,3.25, ,Haiti
Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73%,Canada,3.25, ,Guatemala
Bonnat,Jamaique,761,2011,75%,France,3.25,Trinitario,Jamaica
Pralus,Peru,1446,2015,75%,France,3.25, ,Peru
Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75%,France,3.25,Criollo (Porcelana),Venezuela
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65%,Canada,3.25, ,Mexico
Kto,Belize,1426,2014,90%,U.S.A.,3.25,Trinitario,Belize
Beschle (Felchlin),"Carenero S., Barlovento, Grand Cru",508,2010,70%,Switzerland,3.25,Trinitario,Venezuela
Kto,Elvesia,1426,2014,72%,U.S.A.,3.25, ,Dominican Republic
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56%,France,3.25, ,Ecuador
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60%,France,3.25, ,Tobago
Beschle (Felchlin),"Porcelana, Premier Cru, Quizas No. 1",508,2010,74%,Switzerland,3.25,Criollo (Porcelana),Venezuela
Durci,Taino Secret,1630,2015,70%,U.S.A.,3.25, ,Domincan Republic
Durci,"Carenero, Empyrean Sabor",1630,2015,70%,U.S.A.,3.25,Trinitario,Venezuela
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70%,Australia,3.25, ,Guatemala
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70%,Belgium,3.25,Forastero,Cameroon
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162,2007,64%,France,3.25,Criollo (Porcelana),Venezuela
Bisou,Belize,1486,2015,86%,U.S.A.,3.25,Trinitario,Belize
L.A. Burdick (Felchlin),Grenada,576,2010,75%,U.S.A.,3.25,Trinitario,Grenada
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67%,Australia,3.25,Trinitario,Fiji
Bittersweet Origins,"Bali, Singaraja",478,2010,75%,U.S.A.,3.25, ,Indonesia
L.A. Burdick (Felchlin),Peru,891,2012,74%,U.S.A.,3.25, ,Peru
Pierre Marcolini,Trinite,478,2010,75%,Belgium,3.25,Trinitario,Trinidad
East Van Roasters,Peru,1343,2014,70%,Canada,3.25, ,Peru
Cravve,"Bahia, batch a1213",975,2012,65%,Australia,3.25,Trinitario,Brazil
Bittersweet Origins,Sambirano,423,2009,75%,U.S.A.,3.25,Trinitario,Madagascar
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70%,U.S.A.,3.25, ,Haiti
Kto,ROIG,1426,2014,72%,U.S.A.,3.25, ,Dominican Republic
Pacari,Garaua,1415,2014,70%,Ecuador,3.25, ,Ecuador
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68%,Switzerland,3.25, ,Bolivia
Artisan du Chocolat,Dominican Republic,363,2009,72%,U.K.,3.25,Trinitario,Dominican Republic
Mast Brothers,Conacado,777,2011,73%,U.S.A.,3.25, ,Dominican Republic
Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70%,Canada,3.25, ,Ecuador
Snake & Butterfly,Ecuador,502,2010,68%,U.S.A.,3.25, ,Ecuador
Zokoko,Goddess Blend,1780,2016,65%,Australia,3.25, , 
Maverick,Tumbes,1430,2014,82%,U.S.A.,3.25,Criollo,Peru
Maverick,Elvesia,1367,2014,70%,U.S.A.,3.25, ,Dominican Republic
Maverick,Maya Mountain,1367,2014,70%,U.S.A.,3.25,Trinitario,Belize
Davis,West Africa,907,2012,58%,U.S.A.,3.25,Forastero,West Africa
Mast Brothers,"Dominican Republic, Coop",572,2010,70%,U.S.A.,3.25, ,Dominican Republic
Altus aka Cao Artisan,Bolivia,1129,2013,80%,U.S.A.,3.25, ,Bolivia
Altus aka Cao Artisan,Peru,1133,2013,60%,U.S.A.,3.25, ,Peru
Amazona,"LamasdelChanka, San Martin, Oro Verde coop",1145,2013,72%,Peru,3.25, ,Peru
Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75%,U.S.A.,3.25,Forastero (Nacional),Peru
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80%,Nicaragua,3.25,Forastero (Nacional),Ecuador
Zak's,"Peru, Batch 1",1578,2015,70%,U.S.A.,3.25, ,Peru
Zak's,"Madagascar, Batch 2",1578,2015,70%,U.S.A.,3.25,Trinitario,Madagascar
Mast Brothers,Tanzania,1450,2015,74%,U.S.A.,3.25, ,Tanzania
Dark Forest,Ecuador,1554,2015,70%,U.S.A.,3.25, ,Ecuador
Martin Mayer,Tumaco,1836,2016,74%,Austria,3.25, ,Colombia
Zak's,"Dominican Republic, Batch D2",1578,2015,70%,U.S.A.,3.25, ,Domincan Republic
Soma,La Dalia,1307,2014,70%,Canada,3.25,Trinitario,Nicaragua
Na�ve,Nicaragua,1379,2014,70%,Lithuania,3.25,Criollo,Nicaragua
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72%,U.K.,3.25,Trinitario,Venezuela
Doble & Bignall,"Panama, Raven",1371,2014,72%,U.K.,3.25, ,Panama
Mesocacao,Honduras,1347,2014,80%,Honduras,3.25, ,Honduras
Zotter,Kerala State,781,2011,62%,Austria,3.25, ,India
Solstice,San Martin,1161,2013,70%,U.S.A.,3.25, ,Peru
Molucca,Peru,1618,2015,70%,U.S.A.,3.25, ,Peru
Momotombo,Oscuro,772,2011,70%,Nicaragua,3.25, ,Nicaragua
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70%,U.S.A.,3.25, ,Ecuador
Monsieur Truffe,Papaua New Guinea,1391,2014,70%,Australia,3.25, ,Papua New Guinea
Montecristi,Manabi,1654,2015,70%,Ecuador,3.25, ,Ecuador
Middlebury,Belize,1117,2013,80%,U.S.A.,3.25,Trinitario,Belize
Middlebury,Kokoa Kamili,1538,2015,75%,U.S.A.,3.25, ,Tanzania
A. Morin,Brazil,1011,2013,70%,France,3.25, ,Brazil
Zotter,"Kongo, Highlands",883,2012,68%,Austria,3.25,Forastero,Congo
A. Morin,Papua New Guinea,1015,2013,70%,France,3.25, ,Papua New Guinea
A. Morin,Piura,1019,2013,70%,France,3.25, ,Peru
Adi,"Vanua Levu, Toto-A",705,2011,80%,Fiji,3.25,Trinitario,Fiji
Solomons Gold,Solomon Island w/ nibs,1796,2016,75%,New Zealand,3.25, ,Solomon Islands
Solomons Gold,Solomon Island,1792,2016,70%,New Zealand,3.25, ,Solomon Islands
Zotter,El Ceibo Coop,879,2012,90%,Austria,3.25, ,Bolivia
Dick Taylor,Ecuador,769,2011,70%,U.S.A.,3.25, ,Ecuador
Mesocacao,"La Tronca, Matagalpa",1351,2014,70%,Honduras,3.25, ,Nicaragua
Mars,Nigeria,544,2010,65%,U.S.A.,3.25, ,Nigeria
Woodblock,Sambirano,951,2012,70%,U.S.A.,3.25,Trinitario,Madagascar
"Smooth Chocolator, The",Akesson's Estate,1618,2015,65%,Australia,3.25,Trinitario,Madagascar
Artisan du Chocolat,"Trinidad, Heritage, Limited ed.",1193,2013,72%,U.K.,3.25,Trinitario,Trinidad
Danta,"Oscuro, Finca Chimelb",991,2012,70%,Guatemala,3.25, ,Guatemala
Manoa,"Liberia, #174",1003,2012,72%,U.S.A.,3.25, ,Liberia
Arete,Matasawalevu,1928,2016,70%,U.S.A.,3.25, ,Fiji
Arete,Lam Dong,1928,2016,73%,U.S.A.,3.25, ,Vietnam
Soma,Java,1030,2013,70%,Canada,3.25,Criollo,Indonesia
Danta,Los Ujuxtes,1223,2014,82%,Guatemala,3.25, ,Guatemala
Domori,Apurimac,87,2006,70%,Italy,3.25,Trinitario,Peru
Arete,Guatemala,1602,2015,70%,U.S.A.,3.25, ,Guatemala
Dandelion,Tanzania,654,2011,70%,U.S.A.,3.25, ,Tanzania
Dandelion,Madagascar,654,2011,70%,U.S.A.,3.25,Trinitario,Madagascar
Ambrosia,Madagascar,1494,2015,66%,Canada,3.25,Trinitario,Madagascar
Maglio,Cuba,308,2008,70%,Italy,3.25,Criollo,Cuba
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80%,Switzerland,3.25,Blend, 
Artisan du Chocolat,Costa Rica,600,2010,72%,U.K.,3.25, ,Costa Rica
Isidro,Dominican Republic,1279,2014,72%,U.S.A.,3.25, ,Dominican Republic
Artisan du Chocolat,Ba Ria Vung Tau Province,600,2010,72%,U.K.,3.25,Trinitario,Vietnam
Madre,"Criollo, Hawaii",995,2012,70%,U.S.A.,3.25,Criollo,Hawaii
Madre,"Hamakua Coast, Kokoleka",991,2012,70%,U.S.A.,3.25, ,Hawaii
Dandelion,Dominican Republic,654,2011,70%,U.S.A.,3.25, ,Dominican Republic
Wilkie's Organic,Tumbes,1169,2013,75%,Ireland,3.25,Criollo,Peru
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72%,U.S.A.,3.25, ,Hawaii
Arete,Costa Esmeraldas,1904,2016,70%,U.S.A.,3.25, ,Ecuador
Arete,Hacienda Victoria,1904,2016,70%,U.S.A.,3.25, ,Ecuador
Moho,"Toledo District, w/ nibs",1026,2013,73%,U.S.A.,3.25,Trinitario,Belize
Ambrosia,Dominican Republic,1498,2015,75%,Canada,3.25, ,Dominican Republic
Ambrosia,Papua New Guinea,1498,2015,63%,Canada,3.25, ,Papua New Guinea
Ambrosia,Venezuela,1498,2015,70%,Canada,3.25, ,Venezuela
Dark Forest,Ocumare,1550,2015,70%,U.S.A.,3.25, ,Venezuela
Dark Forest,Bolivia,1708,2016,75%,U.S.A.,3.25, ,Bolivia
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85%,Vietnam,3.25,Trinitario,Vietnam
Marigold's Finest,Cacao Nib Crunch,1808,2016,75%,Canada,3.25, , 
DAR,"DUO, batch 002",1920,2016,70%,U.S.A.,3.25, ,"Ecuador, Costa Rica"
Soma,Little Big Man,1339,2014,70%,Canada,3.25,Blend,Madagascar & Ecuador
AMMA,Catongo,1065,2013,75%,Brazil,3.25,Forastero (Catongo),Brazil
Ocho,"PNG, Voodoo",1411,2014,88%,New Zealand,3.25, ,Papua New Guinea
Woodblock,"Camino Verde P., Balao, Guayas",1042,2013,70%,U.S.A.,3.25, ,Ecuador
Domori,"Ocumare 61, Puertomar",129,2007,75%,Italy,3.25,Criollo (Ocumare 61),Venezuela
Domori,Granella,135,2007,60%,Italy,3.25,Trinitario,Venezuela
Willie's Cacao,Rio Caribe,457,2009,72%,U.K.,3.25,Trinitario,Venezuela
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75%,U.S.A.,3.25,Trinitario,Vietnam
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70%,Poland,3.25, ,Ecuador
Danta,Las Acacias E.,423,2009,60%,Guatemala,3.25,Criollo,Guatemala
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70%,Poland,3.25, ,Dominican Republic
Upchurch,"Tanzania, Party Bar",1752,2016,72%,U.S.A.,3.25, ,Tanzania
Cravve,"Tanzania, batch a1",971,2012,75%,Australia,3.25,Forastero,Tanzania
Isidro,Belize,1279,2014,72%,U.S.A.,3.25,Trinitario,Belize
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85%,U.S.A.,3.25, ,Brazil
Shattel,Tingo Maria,1884,2016,70%,Peru,3.25, ,Peru
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70%,Peru,3.25, ,Peru
Szanto Tibor,Baracoa,1704,2015,88%,Hungary,3.25,Trinitario,Cuba
Charm School,Maya Mtn,1900,2016,70%,U.S.A.,3.25, ,Belize
Szanto Tibor,Ambolikapiky,1704,2015,70%,Hungary,3.25,Trinitario,Madagascar
Friis Holm (Bonnat),La Dalia,1680,2015,85%,Denmark,3.25, ,Nicaragua
Shark Mountain,"Belize, 2013",1335,2014,72%,U.S.A.,3.25,"Criollo, Trinitario",Belize
Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,70%,Hungary,3.25,Trinitario,Vietnam
Tejas,"La Bahia, w/ cane juice",817,2012,70%,U.S.A.,3.25, ,Ecuador
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70%,Denmark,3.25, ,Nicaragua
Tejas,Espada,833,2012,70%,U.S.A.,3.25, ,Mexico
Soul,Ecuador,1936,2017,75%,Canada,3.25, ,Ecuador
Tejas,"La Bahia, w/ cane sugar",825,2012,70%,U.S.A.,3.25, ,Ecuador
Habitual,Sharkey,1201,2014,66%,Canada,3.25, ,Hawaii
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70%,Denmark,3.25,"Criollo, Trinitario",Honduras
Fresco,"Jamaica, #205, DR, MC",370,2009,70%,U.S.A.,3.25,Trinitario,Jamaica
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70%,U.S.A.,3.25,Amazon,Belize
Cacao Store,Peru,1684,2015,70%,Japan,3.25, ,Peru
Tejas,San Jose,971,2012,67%,U.S.A.,3.25, ,Bolivia
Silvio Bessone,"Trintade, Sao Tome",725,2011,65%,Italy,3.25,Forastero,Sao Tome
hexx,Peru,1550,2015,70%,U.S.A.,3.25, ,Peru
hexx,Ecuador,1550,2015,73%,U.S.A.,3.25, ,Ecuador
Fresco,"Chuao, #218, MR, MC",745,2011,76%,U.S.A.,3.25,Trinitario,Venezuela
Ranger,"Chulucanas, Batch 1",1562,2015,80%,U.S.A.,3.25, ,Peru
Cacao Hunters,Arauca,1434,2014,70%,Colombia,3.25, ,Colombia
